page,2013-04 pi,2013-04 pv,2013-05 pi,2013-05 pv,2013-06 pi,2013-06 pv,2013-07 pi,2013-07 pv,2013-08 pi,2013-08 pv,2013-09 pi,2013-09 pv,2013-10 pi,2013-10 pv,2013-11 pi,2013-11 pv,2013-12 pi,2013-12 pv,2014-01 pi,2014-01 pv,2014-02 pi,2014-02 pv,2014-03 pi,2014-03 pv,2014-04 pi,2014-04 pv,2014-05 pi,2014-05 pv,2014-06 pi,2014-06 pv,2014-07 pi,2014-07 pv,2014-08 pi,2014-08 pv,2014-09 pi,2014-09 pv,2014-10 pi,2014-10 pv,2014-11 pi,2014-11 pv,2014-12 pi,2014-12 pv,2015-01 pi,2015-01 pv,2015-02 pi,2015-02 pv,2015-03 pi,2015-03 pv,2015-04 pi,2015-04 pv,2015-05 pi,2015-05 pv,2015-06 pi,2015-06 pv,2015-07 pi,2015-07 pv,2015-08 pi,2015-08 pv,2015-09 pi,2015-09 pv,2015-10 pi,2015-10 pv,2015-11 pi,2015-11 pv,2015-12 pi,2015-12 pv,2016-01 pi,2016-01 pv,2016-02 pi,2016-02 pv,2016-03 pi,2016-03 pv,2016-04 pi,2016-04 pv,2016-05 pi,2016-05 pv,2016-06 pi,2016-06 pv,2016-07 pi,2016-07 pv,2016-08 pi,2016-08 pv,2016-09 pi,2016-09 pv,2016-10 pi,2016-10 pv,2016-11 pi,2016-11 pv,2016-12 pi,2016-12 pv,2017-01 pi,2017-01 pv,2017-02 pi,2017-02 pv,2017-03 pi,2017-03 pv,2017-04 pi,2017-04 pv,2017-05 pi,2017-05 pv,2017-06 pi,2017-06 pv,2017-07 pi,2017-07 pv,2017-08 pi,2017-08 pv,2017-09 pi,2017-09 pv,2017-10 pi,2017-10 pv,2017-11 pi,2017-11 pv,2017-12 pi,2017-12 pv,2018-01 pi,2018-01 pv,2018-02 pi,2018-02 pv,2018-03 pi,2018-03 pv,2018-04 pi,2018-04 pv,2018-05 pi,2018-05 pv,2018-06 pi,2018-06 pv,2018-07 pi,2018-07 pv,2018-08 pi,2018-08 pv,2018-09 pi,2018-09 pv,2018-10 pi,2018-10 pv,2018-11 pi,2018-11 pv,2018-12 pi,2018-12 pv,original names
rbs-plz-postleitzahlengebiete-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,33,15,14,5,5,17,15,11,10,11,10,24,18,14,11,10,9,10,9,6,6,5,3,3,2,1,1,3,1,7,6,8,6,1,1,0,0,0,0,0,0,"[""rbs-plz-postleitzahlengebiete-dezember-2016""]"
rbs-statistische-gebiete-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,52,26,24,26,20,18,18,31,28,19,18,19,16,25,23,24,21,14,13,19,16,35,31,18,17,4,4,12,12,13,12,16,16,7,7,6,6,8,8,5,4,1,1,2,2,4,3,3,3,1,1,1,1,6,5,4,4,5,3,3,3,1,1,4,3,0,0,1,1,4,4,2,2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-statistische-gebiete-dezember-2014""]"
rbs-statistische-gebiete-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,53,13,12,11,9,9,8,5,5,3,3,6,6,3,3,3,3,1,1,0,0,0,0,0,0,5,4,3,3,1,1,1,1,2,2,1,1,2,2,3,3,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,"[""rbs-statistische-gebiete-dezember-2015""]"
rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,61,31,29,28,25,23,20,43,38,9,8,18,16,18,14,20,17,17,16,20,15,36,33,13,12,8,8,3,3,6,6,12,9,0,0,0,0,0,0,4,4,3,2,2,2,4,4,4,3,3,2,3,3,3,1,2,2,0,0,0,0,0,0,1,1,1,1,2,1,2,2,4,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"[""rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2014""]"
rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2015""]"
rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,42,30,25,5,5,14,12,3,3,2,2,3,3,8,7,3,3,5,4,6,5,1,1,3,2,1,1,4,3,0,0,0,0,0,0,4,4,10,9,4,3,"[""rbs-verkehrsobjekte-stra%C3%9Fen-und-pl%C3%A4tze-dezember-2016""]"
reale-nutzung-2010-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,10,7,6,3,2,5,5,7,6,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""reale-nutzung-2010-umweltatlas-wms"", ""reale-nutzung-2010-umweltatlas-wms-0"", ""reale-nutzung-2010-umweltatlas-wms-1""]"
reale-nutzung-2015-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,1,"[""reale-nutzung-2015-umweltatlas-wms"", ""reale-nutzung-2015-umweltatlas-wms-1""]"
reale-nutzung-der-bebauten-fl%C3%A4chen-2010-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,4,3,3,3,5,4,5,4,5,5,5,5,1,1,10,8,1,1,2,2,0,0,0,0,0,0,0,0,3,2,6,3,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,"[""reale-nutzung-der-bebauten-fl%C3%A4chen-2010-umweltatlas""]"
reale-nutzung-der-bebauten-fl%C3%A4chen-2010-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,3,7,6,3,3,5,4,0,0,0,0,0,0,0,0,5,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""reale-nutzung-der-bebauten-fl%C3%A4chen-2010-umweltatlas-wms""]"
reale-nutzung-der-bebauten-fl%C3%A4chen-2015-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""reale-nutzung-der-bebauten-fl%C3%A4chen-2015-umweltatlas-wms""]"
reale-nutzung-und-vegetationsbedeckung-2010-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""reale-nutzung-und-vegetationsbedeckung-2010-umweltatlas-wms"", ""reale-nutzung-und-vegetationsbedeckung-2010-umweltatlas-wms-0"", ""reale-nutzung-und-vegetationsbedeckung-2010-umweltatlas-wms-1""]"
reale-nutzung-und-vegetationsbedeckung-2015-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,"[""reale-nutzung-und-vegetationsbedeckung-2015-umweltatlas-wms"", ""reale-nutzung-und-vegetationsbedeckung-2015-umweltatlas-wms-1""]"
regelungsfunktion-der-b%C3%B6den-f%C3%BCr-den-wasserhaushalt-2010-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""regelungsfunktion-der-b%C3%B6den-f%C3%BCr-den-wasserhaushalt-2010-umweltatlas""]"
regionale-seltenheit-der-bodengesellschaften-1990-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"[""regionale-seltenheit-der-bodengesellschaften-1990-umweltatlas""]"
regionale-seltenheit-der-bodengesellschaften-2010-umweltatlas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""regionale-seltenheit-der-bodengesellschaften-2010-umweltatlas""]"
reparaturf%C3%BChrer-charlottenburg-wilmersdorf,22,21,8,7,13,11,6,6,20,15,7,6,10,8,9,9,2,2,20,19,8,8,2,2,4,3,17,15,8,6,5,5,5,5,8,6,0,0,0,0,0,0,0,0,0,0,31,23,7,6,15,14,4,3,2,2,1,1,2,2,3,3,7,7,10,8,5,4,4,4,2,2,2,2,4,4,3,2,3,3,0,0,2,2,1,1,3,3,1,1,3,2,4,2,2,2,4,4,3,3,2,2,0,0,0,0,0,0,0,0,1,1,3,2,1,1,0,0,1,1,1,1,5,4,3,3,0,0,0,0,1,1,0,0,2,2,1,1,"[""reparaturf%C3%BChrer-charlottenburg-wilmersdorf"", ""reparaturf%C3%BChrer-charlottenburg-wilmersdorf-0""]"
rieselfelder-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""rieselfelder-umweltatlas-wms"", ""rieselfelder-umweltatlas-wms-0""]"
sanierungsgebiete,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"[""sanierungsgebiete""]"
sanierungsgebiete-ab-2002-aufgehoben-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,0,0,0,0,0,0,0,4,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""sanierungsgebiete-ab-2002-aufgehoben-wfs""]"
sanierungsgebiete-festgelegt-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,7,7,5,3,3,2,2,4,3,2,2,0,0,2,2,2,2,1,1,3,2,2,2,0,0,8,7,0,0,0,0,0,0,2,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""sanierungsgebiete-festgelegt-wfs""]"
sanierungsgebiete-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,4,3,0,0,0,0,0,0,"[""sanierungsgebiete-wfs"", ""sanierungsgebiete-wfs-0""]"
sanierungsgebiete-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,2,2,2,2,2,2,3,3,0,0,0,0,0,0,4,3,1,1,3,3,4,4,1,1,7,5,0,0,0,0,0,0,1,1,4,3,1,1,5,3,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"[""sanierungsgebiete-wms"", ""sanierungsgebiete-wms-1""]"
schulstandorte-%C3%B6ffentliche-schulen-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,9,7,2,2,2,2,0,0,2,2,0,0,1,1,1,1,0,0,0,0,0,0,"[""schulstandorte-%C3%B6ffentliche-schulen-wfs"", ""schulstandorte-%C3%B6ffentliche-schulen-wfs-1""]"
schutzgebiete-im-inspire-datenmodell-denkmale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,"[""schutzgebiete-im-inspire-datenmodell-denkmale""]"
schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,2,2,4,4,0,0,8,5,1,1,1,1,2,1,"[""schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht""]"
schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht-atom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,0,1,1,4,4,0,0,0,0,1,1,0,0,0,0,0,0,"[""schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht-atom"", ""schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht-atom-0"", ""schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht-atom-1"", ""schutzgebiete-im-inspire-datenmodell-schutzgebiete-nach-naturschutzrecht-atom-2""]"
schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,16,7,7,2,2,0,0,3,3,0,0,0,0,0,0,"[""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000""]"
schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-umweltatlas-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,1,0,0,1,1,0,0,0,0,0,0,3,3,8,5,11,9,3,3,2,2,2,2,0,0,0,0,0,0,2,2,2,2,1,1,2,2,1,1,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-umweltatlas-wms"", ""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-umweltatlas-wms-0""]"
schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,5,7,6,4,4,2,2,4,4,0,0,0,0,0,0,2,2,9,5,5,4,3,3,0,0,12,11,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wfs""]"
schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wms,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,9,3,3,0,0,11,6,0,0,0,0,0,0,"[""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wms"", ""schutzgebiete-nach-naturschutzrecht-inklusive-natura-2000-wms-2""]"
schutzgebiete-nach-naturschutzrecht-wfs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,4,4,4,72,57,14,13,4,2,4,4,1,1,0,0,0,0,0,0,"[""schutzgebiete-nach-naturschutzrecht-wfs"", ""schutzgebiete-nach-naturschutzrecht-wfs-0""]"
senatsdokumente-arbeit-integration-frauen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""senatsdokumente-arbeit-integration-frauen""]"
senatsdokumente-arbeit-integration-und-frauen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,33,0,0,16,14,7,7,2,2,0,0,14,13,5,4,2,2,3,2,5,4,4,2,5,5,7,4,24,17,5,3,1,1,1,1,1,1,0,0,0,0,0,0,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,2,2,1,1,3,2,7,6,2,2,4,4,2,2,2,2,14,6,5,4,2,2,5,4,2,2,2,2,1,1,3,3,0,0,0,0,0,0,2,2,1,1,2,2,3,3,7,7,2,2,"[""senatsdokumente-arbeit-integration-und-frauen"", ""senatsdokumente-arbeit-integration-und-frauen-0""]"
senatsdokumente-bildung-jugend-familie-und-wissenschaft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,24,67,30,29,24,9,6,11,10,5,4,8,7,3,3,13,9,7,6,3,3,9,9,2,2,7,7,6,6,13,11,6,6,12,12,9,9,10,9,1,1,4,4,3,3,6,6,2,2,1,1,9,8,4,4,4,4,9,9,4,4,6,5,5,5,5,5,4,3,1,1,4,3,5,5,9,9,11,9,14,10,8,7,4,4,5,5,6,6,6,6,8,7,9,9,4,4,7,7,8,8,5,5,13,12,10,10,9,8,1,1,1,1,2,2,14,5,5,5,4,4,"[""senatsdokumente-bildung-jugend-familie-und-wissenschaft""]"
senatsdokumente-senarbintfrau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""senatsdokumente-senarbintfrau""]"
